Epoch,Surrogate,Alpha,Train_Loss,Train_Acc,Test_Acc,Time
80,SuperSpike,10.0,1.615147339286804,0.7906,0.6913,25.027048110961914
81,SuperSpike,10.0,1.614102151260376,0.7938,0.6997,27.090965032577515
82,SuperSpike,10.0,1.6150819172668458,0.79506,0.6905,27.944435596466064
83,SuperSpike,10.0,1.6134875622940064,0.79574,0.6897,27.4777934551239
84,SuperSpike,10.0,1.6125338389587403,0.79594,0.6894,28.10616397857666
85,SuperSpike,10.0,1.6128278890228271,0.79538,0.6797,25.900373458862305
86,SuperSpike,10.0,1.6130766608810425,0.79412,0.694,24.551453828811646
87,SuperSpike,10.0,1.612804352684021,0.80216,0.6943,25.47065544128418
88,SuperSpike,10.0,1.6112837280654908,0.80214,0.6918,25.96502137184143
89,SuperSpike,10.0,1.6108121263885498,0.80038,0.7046,25.450079917907715
90,SuperSpike,10.0,1.6104329202651977,0.80314,0.6898,24.199882984161377
91,SuperSpike,10.0,1.612103405342102,0.79754,0.6855,25.86161470413208
92,SuperSpike,10.0,1.6123489485931397,0.79842,0.6852,27.22371220588684
93,SuperSpike,10.0,1.6097286304855347,0.8031,0.6949,27.302993535995483
94,SuperSpike,10.0,1.611185852470398,0.80022,0.6873,27.04692053794861
95,SuperSpike,10.0,1.6084874119949342,0.80312,0.6896,23.868982076644897
96,SuperSpike,10.0,1.6092325207901002,0.80416,0.7085,20.88343572616577
97,SuperSpike,10.0,1.6086379493331908,0.80506,0.7023,22.328757286071777
98,SuperSpike,10.0,1.6086897873687744,0.80298,0.6919,22.321847677230835
99,SuperSpike,10.0,1.6075326691436767,0.80674,0.6831,22.081707000732422
100,SuperSpike,10.0,1.6069667483901977,0.80772,0.6981,22.268234491348267
